relative_path,source_revision,content_sha256,classification,subsystem,source_review_status,reviewed_symbols_or_ranges,test_evidence,runtime_validation_status,issue_references,remaining_review
docs/development/reviews/PR03-OB-002-IMPLEMENTATION-2026-09-07.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,6b734a3c86b1e093351bddcb2ca5b3a35843da23b152567e7848d614791d235e,historical reference,review history,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as historical reference
docs/development/reviews/PR03-OB-002-REVIEW-FOLLOWUP-2026-09-07.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,253da4e9ae95f6556ad63a49a34d7543ac9ddff9dea3b0a26e44897e64de947a,historical reference,review history,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as historical reference
docs/development/reviews/PR03-OB-002-UI-PRECEDENCE-CLOSEOUT-2026-09-07.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,aa65cd466110aecf4dd7a3740837f90458a9e727c3c70cac1b56429e5ba889f9,historical reference,review history,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as historical reference
docs/development/reviews/PR03-OB-002-UI-TARGETED-RECHECK-2026-09-07.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,8d51293848e0fff31cf9d8ed18a934d4aeb38953c8c82e828fe52ad0b51c1a6d,historical reference,review history,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as historical reference
docs/handbook/00-what-is-this.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,70029afe6542883eac60f739d4dfcecd6ace5373eac856240efb09fac7eba810,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/01-install-and-first-run.md,3ea444ae528af7343818142c867a8f955f9252aa,6ef9ce7d9b8aee58b8095f02592984b0a571ffabe65ba156f760ffd5ae0bf14e,reference/documentation,configuration initialization,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. R1 no-replace publication and lifecycle; R2 container first-use guidance. Existing accepted read/update behavior preserved.,reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; target/safety/full; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,SOURCE_AND_SYNTAX_ONLY,OBX-004 R1/P1; R2/P2,"Focused recheck; no general concurrency, job-loading, Docker runtime or repository-wide certification; job-loading and broader storage/concurrency/transaction/ACL residuals remain open"
docs/handbook/02-set-up-safely.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,d3677cd196d73b53c85a7817f4bfe2e81a7d74a130bb5a504f5588375b5f542f,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/03-your-first-backup.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,4fa4f9b3e72990c65c8768308c3b897d14373d0efa18efd86cf7f270effefe1b,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/04-the-3-2-1-setup.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,b32cce6f075eb540ba20138eb09e85a4204f39e9aeca2fccb2dad1fac2b28b9e,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/05-tape.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,485a989a4c94cf7dfc3e8736faa9a057b0bddd3d5a057a03730cf4996b53fddc,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/06-discs-and-drives.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,a8d876ac25812f654dedb470cdabc5bbb10bfde53535b5094eed5e746b98e490,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/07-checking-on-your-archive.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,2cf4f96fef6831a552045aca9729629458cef20cedf62d357e6afd12f47278d8,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/08-getting-files-back.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,898e707654eeb7356547d335ccb59cb615271635f988f82e2c694d660b973a86,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/09-the-recovery-kit.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,6d477fb62f917d720419cfe469d84b1f1816a4a47839dae43c0c38c392577563,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/10-where-your-data-lives.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,e2b0a963cea4f1b76d1e74a5559e8d80b318a46a8461578da2e7bb2c2a55d0ac,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/11-keeping-a-backup-current.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,f2e21e268cc839575ad9a13f8d959398b398b86699949e0f8eff477af01da218,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/12-moving-to-a-new-computer.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,fc2a2e8dc0d6436cb7d2f18706d8fd65e35a360488598a351b644e6a38e12b73,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/README.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,ae757cc11317d0d9d4b7ac83d99e3a93d965ebec0d1f9eca410a02668309730e,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/glossary.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,2533a13f5c54f0fa964db4c00417c139bfa73af64ce50f4cbb13dd2811ea87a3,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/handbook/troubleshooting.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,9b67ae046a5638e92848336e8c337a80cf31b069475b54d4378052c8a5914788,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
docs/img/README.md,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,9c6ceddaef19ee07f41260a4b30b16a57f0f2184a68437248cb64a48e0e63bbf,reference/documentation,documentation,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as reference/documentation
drift.go,3ea444ae528af7343818142c867a8f955f9252aa,ee80fe0f96d0f95661f7c46784cd1266ccb588ff47b9ba7c6cff76c0448523d9,first-party production,drift,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
durability_gate_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,3973a7a0f8d7cfb082d0e9a87d71045737198a30edcb94dc9c3d82a480855ab5,first-party test,tests: durability_gate,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 1, ""skip"": 1}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
durable_completion_followup_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,0e22ecc5124f41b97bf5edd3bc8743da96f398200d50f99e7bdd06f1e3e21dec,first-party test,tests: durable_completion_followup,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 8}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
durable_completion_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,3a4837e343aa00d878d6daf32b6f5bc752564c403c315ef2bcc0cc999768351f,first-party test,tests: durable_completion,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 10}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
durable_completion_ui_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,c9746527013416cf74b03895248d45a34b0cb678739df4ad7948d1993e9f93f7,first-party test,tests: durable_completion_ui,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 2}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
dvdisaster.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,b056e271efb878f6b867f52958412581e7b6a7592e1a7b6fc23dfc6fe63911d1,first-party production,dvdisaster,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
dvdisaster_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,9d4f744cd754b7d5878b093e8dceea14281a1c66ba307c374d3e8c1e7ac270af,first-party test,tests: dvdisaster,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 6}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
escrow.go,3ea444ae528af7343818142c867a8f955f9252aa,1f266b780e27e5f561744c93ef6214cce68fdecd35a7c10deeb71952a1fe4d26,first-party production,escrow,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
escrow/PLACEHOLDER.txt,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,5b016c12b79a21240d17b95272086c8527e9cb499a73e44feff00e318456f1f9,embedded artifact metadata,escrow/assets,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Metadata for embedded source placeholder; not reviewed source
escrow/obelisk-src.tar.gz,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,ce3eeca6bff24f3a0e6cf6d4065a7395bd27740ccddf4b3a44afa0e4a22254ec,binary/embedded artifact,escrow/assets,EXCLUDED_WITH_REASON,,,NOT_TESTED,,Not application source; retained as binary/embedded artifact
escrow_docs.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,6b8ae87baba575c724b2c84182d605b92854ddefd1233b2f784be403620fa5a0,first-party production,escrow_docs,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
escrow_manifest.json,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,7208612ba0640eb7ed90996713e89aa6f14e0e3984f6afccb4e9f5a4751242dc,data/configuration,escrow_manifest,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
escrow_test.go,3ea444ae528af7343818142c867a8f955f9252aa,0c7765ed8d895d72cdbcf12a35136d3804442c96e85bba88cf23d8d721ec997c,first-party test,tests: escrow,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
events.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,b3e4839bbd9d6ec3163532d381cd4442a501ae8ac92cd6766a5cd3943a4f6789,first-party production,events,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
events_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,5a22e26e495eb59f7e5206dab1377764af0423f82d6521a4004b839b4c9b3a87,first-party test,tests: events,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 3}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
exif.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,dc04f54ac598b7c0924fe14f37e0f343f1e37a5a7c63ebe9eedde4bc1464b0a1,first-party production,exif,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
exports.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,1ad5ef43a5b7a8c2d550f69763c0a7db8a1ffa7c234c43a09c97db681aabc196,first-party production,exports,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
exports_test.go,3ea444ae528af7343818142c867a8f955f9252aa,bd3db4109259bdf40490b7df62d773a1f958b48085c9fd252531b746facbfb1f,first-party test,tests: exports,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
features_5253_test.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,aa79ee9b0b3ffa7812108d6cae00aa98814f1cd50eb0cb00290d14224932f7ef,first-party test,tests: features_5253,INVENTORIED_ONLY,,"NEW_DESKTOP_BASELINE-2026-09-19.md; retained tests.stdout; top-level outcomes {""pass"": 3}; absent from selected run: ",NAMED_TEST_RESULTS_ONLY,,Substantive source review pending
finalize.go,3ea444ae528af7343818142c867a8f955f9252aa,9e5512861d589a9716a39ef4d140f2f998a6baaf538c3b0d6d1b520db5a98b34,first-party production,finalize,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
finalize_test.go,3ea444ae528af7343818142c867a8f955f9252aa,0a77eb30e658317a6b1e62d3bd046a0b8c9f4d8019107794582c2002bdb38f3e,first-party test,tests: finalize,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
format_census_test.go,3ea444ae528af7343818142c867a8f955f9252aa,1e1fa9b92681a2eed7e71dc345b9f79259e384aaef1c0fd018c56b8cebb4678f,first-party test,tests: format_census,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
formats.go,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,ec8d134b7565a7330f7f602ad95977f137a6d16ff0c993f42f4b985b1bb2f3f6,first-party production,formats,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
formats.json,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,a9272719772744a403ee488794c33aeba48b16d38d78ad4758072a74123d7509,data/configuration,formats,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
generalize_test.go,3ea444ae528af7343818142c867a8f955f9252aa,3519b41e10801fe13f14b014ce3bf6e83ac474052edfacc753cf237b7df2760f,first-party test,tests: generalize,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: Substantive source review pending; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
go.mod,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,ff376102097f93e439eb32bb08a5fde81ea1d64d190bf9185725f94c9f8c2f00,build/CI/configuration,build and tooling,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
go.sum,0dc7d5399c6889e015aebc9ba02e694a909d6e9c,1a1f820dae6fd229560ed0e4e6f9ef3dd24df8ff5ff3f4754d8a2b92d238a857,build/CI/configuration,build and tooling,INVENTORIED_ONLY,,,NOT_TESTED,,Substantive source review pending
